index,fixed acidity,volatile acidity,citric acid,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality,colour,target
1577,7.1,0.64,0.49,0.05,128.0,0.9946,3.31,0.58,10.6,4,0,0
1578,6.4,0.18,0.74,0.046,168.0,0.9978,3.58,0.68,10.1,5,0,0
1579,7.6,0.31,0.49,0.062,191.0,0.9989,3.22,0.53,9.0,4,0,0
1580,9.8,0.31,0.49,0.046,119.0,1.0004,3.18,0.45,9.5,5,0,0
1581,9.0,0.3,0.49,0.039,84.0,0.9938,2.94,0.32,11.5,6,0,1
1582,8.4,0.24,0.49,0.039,108.0,0.9934,3.03,0.33,11.9,7,0,1
1583,6.4,0.18,0.74,0.046,168.0,0.9978,3.58,0.68,10.1,5,0,0
1584,6.4,0.25,0.74,0.045,209.0,0.9956,3.21,0.42,9.2,6,0,1
1585,7.3,0.3,0.74,0.039,165.0,0.9982,3.02,0.4,8.7,5,0,0
1586,9.3,0.31,0.49,0.042,147.0,0.9948,3.11,0.46,9.8,5,0,0
1587,6.4,0.25,0.74,0.045,209.0,0.9956,3.21,0.42,9.2,6,0,1
1588,7.3,0.3,0.74,0.039,165.0,0.9982,3.02,0.4,8.7,5,0,0
1589,7.0,0.27,0.74,0.036,122.0,0.9926,3.35,0.48,11.2,6,0,1
1590,7.9,0.14,0.74,0.028,165.0,0.991,3.08,0.82,12.3,6,0,1
1591,6.4,0.12,0.49,0.042,161.0,0.9945,3.34,0.44,10.4,6,0,1
1592,6.8,0.21,0.74,0.047,111.0,0.9916,3.13,0.41,10.7,6,0,1
1593,8.6,0.16,0.49,0.043,63.0,0.9953,3.13,0.59,10.5,6,0,1
1594,7.0,0.29,0.49,0.047,136.0,0.9938,2.95,0.4,9.4,6,0,1
1595,6.4,0.27,0.49,0.046,206.0,0.9956,3.24,0.43,9.2,6,0,1
1596,6.6,0.55,0.01,0.034,122.0,0.9906,3.15,0.3,11.9,5,0,0
1597,6.4,0.27,0.49,0.046,206.0,0.9956,3.24,0.43,9.2,6,0,1
1598,6.3,0.24,0.74,0.172,108.0,0.9932,3.27,0.39,9.9,6,0,1
1599,6.7,0.33,0.49,0.167,94.0,0.9914,3.11,0.5,11.4,6,0,1
1600,7.0,0.29,0.49,0.047,136.0,0.9938,2.95,0.4,9.4,6,0,1
1601,8.2,0.34,0.49,0.046,223.0,0.996,3.08,0.52,10.7,6,0,1
1602,5.6,0.39,0.24,0.034,77.0,0.9906,3.28,0.36,12.7,5,0,0
1603,5.6,0.41,0.24,0.034,53.0,0.98815,3.32,0.5,13.5,7,0,1
1604,6.7,0.41,0.01,0.048,137.0,0.9942,3.24,0.35,9.5,5,0,0
1605,7.1,0.26,0.49,0.032,113.0,0.9903,3.37,0.42,12.9,9,0,1
1606,7.5,0.32,0.49,0.031,109.0,0.9906,3.07,0.46,12.5,6,0,1
1607,5.8,0.19,0.49,0.04,118.0,0.9935,3.34,0.38,9.5,7,0,1
1608,6.9,0.27,0.49,0.057,235.0,1.0024,2.98,0.47,8.6,5,0,0
1609,8.1,0.2,0.49,0.048,212.0,0.9968,3.09,0.46,10.0,7,0,1
1610,7.5,0.32,0.49,0.031,109.0,0.9906,3.07,0.46,12.5,6,0,1
1611,8.2,0.26,0.49,0.04,100.0,0.9941,3.12,0.34,10.1,6,0,1
1612,7.8,0.26,0.49,0.027,87.0,0.9919,3.03,0.32,11.3,7,0,1
1613,8.0,0.14,0.49,0.035,120.0,0.9928,3.26,0.4,10.6,7,0,1
1614,8.0,0.29,0.49,0.035,131.0,0.9958,3.14,0.34,10.8,5,0,0
1615,7.5,0.19,0.49,0.047,140.0,0.9932,3.4,0.47,10.7,6,0,1
1616,6.9,0.34,0.49,0.045,206.0,0.9957,3.09,0.4,9.0,6,0,1
1617,6.2,0.2,0.49,0.065,143.0,0.9937,3.22,0.52,9.2,6,0,1
1618,6.4,0.37,0.49,0.045,243.0,0.9982,3.14,0.48,8.5,6,0,1
1619,6.2,0.22,0.49,0.029,128.0,0.9928,3.41,0.36,11.3,8,0,1
1620,7.8,0.26,0.49,0.027,87.0,0.9919,3.03,0.32,11.3,7,0,1
1621,8.9,0.32,0.49,0.05,131.0,0.9956,3.13,0.34,9.4,5,0,0
1622,6.5,0.44,0.49,0.045,169.0,0.9957,3.11,0.37,8.7,6,0,1
1623,7.0,0.14,0.49,0.053,118.0,0.9954,3.36,0.36,9.4,6,0,1
1624,9.0,0.17,0.49,0.039,131.0,0.993,3.09,0.51,10.5,7,0,1
1625,6.4,0.26,0.49,0.037,161.0,0.9954,3.38,0.53,9.7,6,0,1
1626,9.0,0.22,0.49,0.048,195.0,0.9987,3.31,0.44,10.2,6,0,1
1627,8.9,0.32,0.49,0.05,131.0,0.9956,3.13,0.34,9.4,5,0,0
1628,8.2,0.2,0.49,0.057,108.0,0.9928,3.19,0.35,11.5,6,0,1
1629,7.8,0.15,0.24,0.047,98.0,0.9951,2.94,0.31,9.6,6,0,1
1630,6.9,0.25,0.24,0.053,121.0,0.993,3.23,0.7,11.4,5,0,0
1631,8.2,0.2,0.49,0.057,108.0,0.9928,3.19,0.35,11.5,6,0,1
1632,7.1,0.28,0.49,0.041,111.0,0.9926,3.41,0.58,12.2,8,0,1
1633,7.4,0.19,0.49,0.037,110.0,0.9938,3.2,0.38,11.0,7,0,1
1634,8.3,0.25,0.49,0.048,228.0,1.0001,3.03,0.52,9.2,6,0,1
1635,7.5,0.14,0.74,0.035,126.0,0.9933,3.26,0.45,10.2,6,0,1
1636,7.8,0.49,0.49,0.043,149.0,0.9952,3.21,0.33,10.0,5,0,0
1637,8.1,0.12,0.49,0.042,160.0,0.9934,3.13,0.48,9.7,6,0,1
1638,7.6,0.47,0.49,0.239,220.0,0.9988,2.96,0.51,9.2,5,0,0
1639,7.9,0.22,0.49,0.042,105.0,0.993,3.1,0.39,10.5,5,0,0
1640,7.8,0.49,0.49,0.043,149.0,0.9952,3.21,0.33,10.0,5,0,0
1641,6.4,0.22,0.49,0.054,151.0,0.9948,3.27,0.52,10.1,6,0,1
1642,7.3,0.19,0.49,0.058,134.0,0.9998,3.42,0.36,9.1,7,0,1
1643,8.1,0.3,0.49,0.049,144.0,0.9971,3.09,0.57,10.2,7,0,1
1644,7.3,0.19,0.49,0.058,134.0,0.9998,3.42,0.36,9.1,7,0,1
1645,7.5,0.24,0.49,0.048,149.0,0.9962,3.17,0.59,10.5,7,0,1
1646,6.4,0.22,0.49,0.054,151.0,0.9948,3.27,0.52,10.1,6,0,1
1647,7.8,0.21,0.49,0.036,99.0,0.99,3.05,0.28,12.1,7,0,1
1648,7.1,0.3,0.49,0.045,100.0,0.9942,3.4,0.59,10.2,5,0,0
1649,6.9,0.26,0.49,0.058,166.0,0.9965,3.65,0.52,9.4,4,0,0
1650,7.6,0.31,0.49,0.044,131.0,0.9912,3.08,0.67,12.8,7,0,1
1651,6.4,0.42,0.74,0.076,209.0,0.9978,3.12,0.58,9.0,6,0,1
1652,8.2,0.29,0.49,0.044,118.0,0.9928,3.24,0.36,10.9,4,0,0
1653,7.9,0.33,0.28,0.053,176.0,1.0103,3.15,0.38,8.8,6,0,1
1654,6.6,0.46,0.49,0.052,184.0,0.9956,3.11,0.38,9.0,5,0,0
1655,7.8,0.28,0.49,0.046,142.0,0.9936,3.09,0.59,10.2,5,0,0
1656,5.8,0.15,0.49,0.048,98.0,0.9929,3.19,0.48,9.2,5,0,0
1657,7.8,0.4,0.49,0.06,162.0,0.9966,3.26,0.58,11.3,6,0,1
1658,6.6,0.31,0.49,0.05,220.0,0.9964,3.12,0.45,8.8,5,0,0
1659,6.6,0.325,0.49,0.049,217.0,0.996,3.16,0.4,9.3,5,0,0
1660,6.6,0.27,0.49,0.049,217.0,0.9959,3.17,0.45,9.4,6,0,1
1661,6.7,0.26,0.49,0.047,191.0,0.9954,3.23,0.4,10.3,6,0,1
1662,6.7,0.21,0.49,0.047,114.0,0.9914,2.92,0.42,10.8,7,0,1
1663,7.9,0.33,0.28,0.053,176.0,1.0103,3.15,0.38,8.8,6,0,1
1664,8.1,0.28,0.46,0.059,177.0,1.0004,3.27,0.58,9.0,4,0,0
1665,6.5,0.13,0.37,0.036,114.0,0.9911,3.41,0.51,11.5,8,0,1
1666,7.8,0.445,0.56,0.04,84.0,0.9938,3.25,0.43,10.8,5,0,0
1667,8.8,0.39,0.34,0.055,128.0,0.9927,2.95,0.51,11.8,6,0,1
1668,7.9,0.18,0.33,0.033,72.0,0.9922,3.12,0.38,10.5,7,0,1
1669,7.1,0.31,0.38,0.036,124.0,0.9924,3.14,0.44,9.9,6,0,1
1670,7.8,0.24,0.18,0.046,160.0,0.9963,3.2,0.56,9.8,6,0,1
1671,7.0,0.35,0.3,0.028,87.0,0.9936,3.4,0.42,11.4,7,0,1
1672,6.6,0.26,0.31,0.138,168.0,0.9951,3.2,0.38,9.3,5,0,0
1673,6.6,0.27,0.31,0.137,163.0,0.9951,3.2,0.38,9.3,5,0,0
1674,6.8,0.22,0.29,0.046,188.0,0.9955,3.3,0.44,10.3,6,0,1
1675,6.2,0.27,0.32,0.047,224.0,0.9961,3.17,0.47,8.9,5,0,0
1676,7.0,0.35,0.3,0.028,87.0,0.9936,3.4,0.42,11.4,7,0,1
1677,7.3,0.23,0.37,0.032,156.0,0.992,3.11,0.35,11.1,6,0,1
1678,6.2,0.3,0.2,0.045,170.0,0.9944,3.36,0.45,10.4,6,0,1
1679,6.4,0.35,0.2,0.034,117.0,0.9944,3.33,0.43,10.1,5,0,0
1680,7.6,0.32,0.34,0.054,197.0,1.0008,3.22,0.55,9.0,5,0,0
1681,6.3,0.31,0.3,0.046,212.0,0.9962,3.74,0.55,11.9,6,0,1
1682,7.2,0.25,0.28,0.055,205.0,0.9986,3.12,0.38,9.0,7,0,1
1683,7.2,0.25,0.28,0.055,205.0,0.9986,3.12,0.38,9.0,7,0,1
1684,7.3,0.26,0.33,0.049,195.0,1.0,3.06,0.44,9.1,7,0,1
1685,7.2,0.25,0.28,0.055,205.0,0.9986,3.12,0.38,9.0,7,0,1
1686,7.4,0.26,0.37,0.047,147.0,0.9982,3.46,0.72,10.0,5,0,0
1687,7.3,0.26,0.33,0.049,195.0,1.0,3.06,0.44,9.1,7,0,1
1688,6.7,0.25,0.26,0.041,216.0,0.9949,3.55,0.63,9.4,3,0,0
1689,7.1,0.16,0.25,0.034,123.0,0.9915,3.27,0.55,11.4,6,0,1
1690,9.0,0.43,0.3,0.05,175.0,0.9951,3.11,0.45,9.7,4,0,0
1691,7.2,0.25,0.28,0.055,205.0,0.9986,3.12,0.38,9.0,7,0,1
1692,7.0,0.24,0.3,0.04,213.0,0.9927,3.28,0.49,11.8,6,0,1
1693,6.7,0.265,0.22,0.048,198.0,0.9955,3.25,0.41,10.2,5,0,0
1694,7.7,0.12,0.32,0.06,150.0,0.9952,3.37,0.42,9.2,6,0,1
1695,7.2,0.21,0.33,0.036,132.0,0.9928,3.25,0.4,11.0,6,0,1
1696,8.5,0.32,0.36,0.041,190.0,0.9982,3.08,0.31,10.0,6,0,1
1697,6.9,0.18,0.3,0.038,190.0,0.9914,3.32,0.37,12.2,6,0,1
1698,7.0,0.24,0.3,0.04,213.0,0.9927,3.28,0.49,11.8,6,0,1
1699,6.3,0.26,0.29,0.043,175.0,0.9918,3.38,0.43,11.6,6,0,1
1700,6.7,0.26,0.3,0.043,121.0,0.9944,3.44,0.61,10.2,6,0,1
1701,7.9,0.29,0.36,0.033,208.0,0.9969,3.14,0.46,10.3,5,0,0
1702,6.5,0.27,0.19,0.046,114.0,0.9955,3.25,0.35,8.6,4,0,0
1703,6.7,0.33,0.42,0.058,151.0,0.9954,3.16,0.44,9.6,5,0,0
1704,6.7,0.31,0.42,0.057,148.0,0.9955,3.16,0.45,9.6,5,0,0
1705,6.6,0.25,0.31,0.035,127.0,0.9921,3.41,0.47,11.3,6,0,1
1706,6.4,0.24,0.22,0.038,157.0,0.9934,3.41,0.55,9.9,6,0,1
1707,6.8,0.26,0.29,0.056,179.0,0.9998,3.45,0.4,9.6,5,0,0
1708,7.0,0.61,0.26,0.051,161.0,0.9946,3.36,0.6,10.6,4,0,0
1709,6.8,0.22,0.3,0.055,180.0,0.9984,3.44,0.39,9.8,5,0,0
1710,8.1,0.31,0.24,0.032,67.0,0.9924,3.08,0.47,10.5,5,0,0
1711,7.0,0.2,0.3,0.037,120.0,0.9939,3.24,0.51,10.8,5,0,0
1712,7.9,0.18,0.37,0.061,178.0,0.995,3.22,0.51,10.0,6,0,1
1713,6.6,0.34,0.27,0.059,136.0,0.9957,3.3,0.49,10.1,6,0,1
1714,6.8,0.3,0.24,0.123,116.0,0.9953,3.07,0.48,9.4,5,0,0
1715,6.5,0.18,0.34,0.04,148.0,0.9912,3.32,0.59,11.5,8,0,1
1716,7.0,0.21,0.31,0.046,108.0,0.9939,3.26,0.5,10.8,6,0,1
1717,6.8,0.27,0.32,0.044,142.0,0.9921,3.1,0.43,9.9,6,0,1
1718,9.3,0.2,0.33,0.05,178.0,0.9954,3.16,0.43,9.0,4,0,0
1719,5.8,0.23,0.27,0.043,69.0,0.9933,3.38,0.31,9.4,6,0,1
1720,7.6,0.2,0.39,0.044,180.0,0.9941,3.46,0.44,10.8,7,0,1
1721,8.2,0.15,0.48,0.052,190.0,0.995,3.5,0.45,10.9,7,0,1
1722,7.5,0.4,1.0,0.041,148.0,0.9977,3.24,0.38,12.0,6,0,1
1723,6.5,0.18,0.34,0.04,148.0,0.9912,3.32,0.59,11.5,8,0,1
1724,7.0,0.13,0.3,0.056,122.0,0.9945,3.47,0.42,10.5,6,0,1
1725,6.9,0.17,0.22,0.064,152.0,0.9952,3.29,0.37,9.3,6,0,1
1726,7.0,0.3,0.32,0.034,97.0,0.9924,3.23,0.44,11.8,6,0,1
1727,7.6,0.445,0.44,0.045,212.0,0.9986,3.48,0.36,10.0,6,0,1
1728,6.8,0.3,0.24,0.123,116.0,0.9953,3.07,0.48,9.4,5,0,0
1729,7.5,0.22,0.33,0.036,138.0,0.9939,3.2,0.68,11.4,6,0,1
1730,9.2,0.23,0.3,0.031,99.0,0.9929,2.94,0.3,10.4,6,0,1
1731,8.7,0.34,0.46,0.055,198.0,0.9988,3.36,0.37,9.5,6,0,1
1732,6.6,0.545,0.04,0.031,111.0,0.9906,3.14,0.32,11.9,5,0,0
1733,8.1,0.3,0.31,0.041,123.0,0.9914,2.99,0.45,11.1,6,0,1
1734,6.9,0.16,0.3,0.057,185.0,0.9978,3.39,0.38,9.6,6,0,1
1735,8.0,0.32,0.36,0.042,178.0,0.9928,3.29,0.47,12.0,6,0,1
1736,6.1,0.22,0.23,0.052,104.0,0.9948,3.14,0.42,8.7,5,0,0
1737,6.9,0.16,0.3,0.057,185.0,0.9978,3.39,0.38,9.6,6,0,1
1738,7.5,0.15,0.38,0.054,101.0,0.9946,3.24,0.44,10.0,5,0,0
1739,8.4,0.29,0.29,0.032,55.0,0.9908,2.91,0.32,11.4,4,0,0
1740,6.6,0.37,0.47,0.061,150.0,0.9954,3.14,0.45,9.6,6,0,1
1741,7.7,0.38,0.4,0.038,152.0,0.9906,3.18,0.32,12.9,6,0,1
1742,6.3,0.25,0.23,0.039,142.0,0.99705,3.14,0.35,9.7,6,0,1
1743,8.3,0.3,0.36,0.042,169.0,0.9982,3.23,0.51,9.3,6,0,1
1744,6.6,0.22,0.58,0.133,136.0,0.9932,3.1,0.3,9.1,5,0,0
1745,6.1,0.34,0.31,0.053,238.0,0.9977,3.16,0.48,8.6,5,0,0
1746,7.5,0.22,0.29,0.05,87.0,0.994,3.14,0.42,9.9,5,0,0
1747,8.3,0.3,0.36,0.042,169.0,0.9982,3.23,0.51,9.3,6,0,1
1748,8.0,0.27,0.24,0.044,102.0,0.9929,3.28,0.42,10.9,5,0,0
1749,6.1,0.17,0.27,0.056,135.0,0.9924,3.2,0.43,10.2,6,0,1
1750,7.4,0.18,0.3,0.045,174.0,0.9966,3.11,0.57,9.7,6,0,1
1751,6.7,0.16,0.28,0.046,153.0,0.9921,3.38,0.51,11.4,7,0,1
1752,6.1,0.255,0.44,0.045,197.0,0.9967,3.24,0.54,9.5,6,0,1
1753,7.4,0.23,0.25,0.049,141.0,0.9934,3.42,0.54,10.2,7,0,1
1754,6.4,0.16,0.28,0.042,93.0,0.9914,3.31,0.43,11.1,6,0,1
1755,6.3,0.25,0.23,0.039,142.0,0.99705,3.14,0.35,9.7,6,0,1
1756,6.7,0.27,0.25,0.053,202.0,0.9961,3.22,0.43,9.3,5,0,0
1757,6.9,0.29,0.23,0.056,215.0,0.9967,3.17,0.44,8.8,5,0,0
1758,9.6,0.21,0.28,0.038,53.0,0.9926,2.8,0.46,10.6,5,0,0
1759,6.6,0.62,0.2,0.046,224.0,0.99605,3.17,0.44,9.3,5,0,0
1760,6.4,0.28,0.19,0.042,181.0,0.99435,3.31,0.35,10.2,6,0,1
1761,8.0,0.3,0.28,0.044,124.0,0.9948,3.16,0.51,10.2,6,0,1
1762,6.4,0.17,0.27,0.037,98.0,0.9916,3.46,0.42,11.0,7,0,1
1763,7.3,0.21,0.3,0.037,112.0,0.997,3.4,0.5,9.6,6,0,1
1764,6.7,0.27,0.25,0.053,202.0,0.9961,3.22,0.43,9.3,5,0,0
1765,6.9,0.29,0.23,0.056,215.0,0.9967,3.17,0.44,8.8,5,0,0
1766,6.6,0.32,0.26,0.054,209.0,0.9961,3.17,0.45,8.8,5,0,0
1767,7.4,0.32,0.22,0.051,179.0,0.9955,3.28,0.69,8.9,5,0,0
1768,6.6,0.37,0.07,0.048,144.0,0.9922,3.17,0.38,10.0,5,0,0
1769,7.7,0.43,0.28,0.046,102.0,0.9918,3.16,0.56,12.2,7,0,1
1770,7.8,0.39,0.26,0.059,181.0,0.9955,3.04,0.42,10.9,6,0,1
1771,6.5,0.18,0.26,0.041,141.0,0.9941,3.34,0.72,9.5,6,0,1
1772,7.8,0.4,0.26,0.059,178.0,0.9955,3.04,0.43,10.9,6,0,1
1773,7.8,0.39,0.26,0.059,181.0,0.9955,3.04,0.42,10.9,6,0,1
1774,6.9,0.19,0.28,0.054,99.0,0.9924,3.16,0.4,10.8,6,0,1
1775,7.7,0.49,1.0,0.03,135.0,0.9973,3.24,0.4,12.0,6,0,1
1776,6.6,0.25,0.35,0.069,163.0,0.999,3.56,0.47,9.8,5,0,0
1777,6.5,0.18,0.26,0.041,141.0,0.9941,3.34,0.72,9.5,6,0,1
1778,6.4,0.15,0.36,0.034,150.0,0.9922,3.42,0.69,11.0,8,0,1
1779,6.4,0.15,0.36,0.034,150.0,0.9922,3.42,0.69,11.0,8,0,1
1780,8.4,0.17,0.31,0.052,150.0,0.9953,3.24,0.38,9.8,5,0,0
1781,6.1,0.32,0.37,0.051,200.0,0.9945,3.49,0.44,10.5,4,0,0
1782,8.5,0.21,0.26,0.034,142.0,0.9945,3.05,0.37,11.4,6,0,1
1783,8.7,0.45,0.4,0.067,100.0,0.9957,3.27,0.57,10.1,6,0,1
1784,6.7,0.24,0.29,0.038,127.0,0.9932,3.33,0.46,11.6,7,0,1
1785,8.5,0.21,0.26,0.034,142.0,0.9945,3.05,0.37,11.4,6,0,1
1786,7.4,0.33,0.26,0.04,115.0,0.9913,3.07,0.52,11.8,7,0,1
1787,7.2,0.26,0.3,0.033,158.0,0.9909,3.33,0.43,12.1,7,0,1
1788,8.2,0.36,0.29,0.035,122.0,0.9939,3.16,0.34,12.0,5,0,0
1789,7.8,0.2,0.24,0.026,189.0,0.991,3.08,0.74,12.1,7,0,1
1790,9.4,0.16,0.3,0.042,176.0,0.9954,3.15,0.46,9.1,5,0,0
1791,6.4,0.33,0.24,0.054,117.0,0.9943,3.36,0.5,9.3,5,0,0
1792,7.8,0.22,0.36,0.056,153.0,0.993,3.2,0.53,10.4,6,0,1
1793,7.4,0.35,0.31,0.062,187.0,1.0002,3.27,0.64,9.1,5,0,0
1794,6.6,0.37,0.24,0.064,120.0,0.9946,3.32,0.54,9.4,5,0,0
1795,6.7,0.37,0.41,0.061,149.0,0.9953,3.16,0.47,9.6,6,0,1
1796,7.1,0.37,0.32,0.037,126.0,0.9918,3.19,0.62,12.0,5,0,0
1797,6.9,0.25,0.27,0.039,128.0,0.9936,3.27,0.34,11.3,8,0,1
1798,6.8,0.23,0.29,0.073,173.0,0.9984,3.06,0.41,8.7,6,0,1
1799,6.4,0.26,0.21,0.04,162.0,0.9956,3.39,0.58,9.9,6,0,1
1800,7.6,0.3,0.22,0.049,191.0,0.9966,3.08,0.4,9.3,6,0,1
1801,9.4,0.16,0.23,0.042,67.0,0.9942,3.07,0.32,9.5,5,0,0
1802,6.8,0.23,0.29,0.073,173.0,0.9984,3.06,0.41,8.7,6,0,1
1803,6.4,0.26,0.21,0.04,162.0,0.9956,3.39,0.58,9.9,6,0,1
1804,7.6,0.3,0.22,0.049,191.0,0.9966,3.08,0.4,9.3,6,0,1
1805,7.5,0.33,0.39,0.065,119.0,0.9974,3.16,0.39,9.4,5,0,0
1806,7.6,0.38,0.2,0.046,116.0,0.9944,3.15,0.41,9.4,5,0,0
1807,8.8,0.2,0.43,0.053,184.0,1.0008,3.28,0.79,8.8,6,0,1
1808,7.5,0.33,0.39,0.065,119.0,0.9974,3.16,0.39,9.4,5,0,0
1809,8.8,0.2,0.43,0.053,184.0,1.0008,3.28,0.79,8.8,6,0,1
1810,6.6,0.36,0.21,0.049,184.0,0.9928,3.18,0.41,9.9,6,0,1
1811,7.6,0.38,0.2,0.046,116.0,0.9944,3.15,0.41,9.4,5,0,0
1812,5.6,0.46,0.24,0.042,72.0,0.9908,3.29,0.37,12.6,6,0,1
1813,7.2,0.15,0.38,0.038,110.0,0.9917,3.19,0.43,11.1,6,0,1
1814,8.2,0.42,0.29,0.03,100.0,0.9911,3.0,0.32,12.8,7,0,1
1815,6.8,0.3,0.35,0.038,164.0,0.9912,3.09,0.53,12.0,6,0,1
1816,6.7,0.27,0.3,0.029,131.0,0.9953,3.36,0.5,12.0,7,0,1
1817,7.2,0.5,0.0,0.034,114.0,0.9932,3.19,0.34,9.2,4,0,0
1818,6.0,0.26,0.29,0.032,96.0,0.9896,3.38,0.44,12.3,6,0,1
1819,6.8,0.33,0.28,0.032,131.0,0.9889,3.19,0.41,13.0,6,0,1
1820,6.8,0.3,0.35,0.038,164.0,0.9912,3.09,0.53,12.0,6,0,1
1821,7.4,0.29,0.31,0.035,110.0,0.9926,3.07,0.38,10.9,5,0,0
1822,8.2,0.42,0.29,0.03,100.0,0.9911,3.0,0.32,12.8,7,0,1
1823,7.3,0.19,0.24,0.054,231.0,0.9964,3.36,0.54,10.0,6,0,1
1824,6.5,0.32,0.12,0.033,165.0,0.9974,3.22,0.32,9.0,5,0,0
1825,7.1,0.32,0.4,0.034,84.0,0.9944,3.42,0.6,10.4,5,0,0
1826,6.5,0.32,0.12,0.033,165.0,0.9974,3.22,0.32,9.0,5,0,0
1827,7.3,0.19,0.24,0.054,231.0,0.9964,3.36,0.54,10.0,6,0,1
1828,7.3,0.17,0.23,0.051,240.0,0.9963,3.36,0.54,10.0,6,0,1
1829,7.7,0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7,0,1
1830,7.7,0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7,0,1
1831,7.4,0.49,0.24,0.03,153.0,0.9953,3.13,0.51,12.0,7,0,1
1832,7.7,0.44,0.24,0.031,167.0,0.9948,3.12,0.43,11.3,7,0,1
1833,7.4,0.49,0.24,0.03,153.0,0.9953,3.13,0.51,12.0,7,0,1
1834,6.4,0.21,0.3,0.044,160.0,0.9949,3.6,0.41,10.6,6,0,1
1835,8.0,0.55,0.42,0.211,213.0,0.9988,2.99,0.56,9.3,5,0,0
1836,7.0,0.19,0.23,0.123,104.0,0.9954,3.04,0.54,9.4,6,0,1
1837,7.2,0.24,0.29,0.037,102.0,0.992,3.27,0.64,11.0,7,0,1
1838,6.5,0.34,0.36,0.052,247.0,0.9984,3.44,0.55,9.3,6,0,1
1839,7.0,0.19,0.23,0.123,104.0,0.9954,3.04,0.54,9.4,6,0,1
1840,6.9,0.18,0.33,0.054,164.0,0.9926,3.42,0.51,10.5,5,0,0
1841,7.2,0.24,0.29,0.037,102.0,0.992,3.27,0.64,11.0,7,0,1
1842,8.2,0.18,0.31,0.039,249.0,0.9976,3.07,0.52,9.5,6,0,1
1843,8.3,0.28,0.45,0.059,139.0,0.9972,3.33,0.77,11.2,6,0,1
1844,6.1,0.34,0.46,0.029,94.0,0.991,3.29,0.62,12.3,6,0,1
1845,7.4,0.44,0.2,0.049,157.0,0.998,3.27,0.44,9.0,5,0,0
1846,7.6,0.26,0.58,0.041,180.0,0.9966,3.07,0.38,9.0,5,0,0
1847,7.4,0.44,0.2,0.049,157.0,0.998,3.27,0.44,9.0,5,0,0
1848,8.7,0.49,0.57,0.052,243.0,1.0007,2.98,0.82,9.0,5,0,0
1849,7.0,0.24,0.25,0.042,189.0,0.992,3.25,0.42,11.4,6,0,1
1850,7.1,0.25,0.25,0.046,181.0,0.9925,3.2,0.42,11.0,7,0,1
1851,6.1,0.34,0.46,0.029,94.0,0.991,3.29,0.62,12.3,6,0,1
1852,6.4,0.18,0.31,0.049,127.0,0.9934,3.6,0.67,10.4,7,0,1
1853,8.3,0.27,0.39,0.058,107.0,0.9955,3.28,0.59,10.3,5,0,0
1854,6.8,0.24,0.35,0.048,172.0,0.9944,3.29,0.55,10.5,7,0,1
1855,8.0,0.22,0.28,0.053,197.0,0.9981,3.14,0.45,9.8,6,0,1
1856,10.0,0.91,0.42,0.056,181.0,0.9968,3.11,0.46,10.0,4,0,0
1857,8.9,0.34,0.34,0.056,176.0,0.9946,3.14,0.47,9.7,5,0,0
1858,8.9,0.33,0.34,0.056,171.0,0.9946,3.13,0.47,9.7,5,0,0
1859,8.0,0.22,0.28,0.053,197.0,0.9981,3.14,0.45,9.8,6,0,1
1860,6.7,0.18,0.19,0.046,161.0,0.9946,3.32,0.66,10.5,6,0,1
1861,7.8,0.2,0.28,0.054,186.0,0.997,3.14,0.46,10.0,6,0,1
1862,7.3,0.13,0.31,0.054,104.0,0.9924,3.24,0.92,11.5,7,0,1
1863,6.6,0.28,0.3,0.049,202.0,0.9958,3.24,0.39,9.5,5,0,0
1864,7.1,0.25,0.3,0.042,122.0,0.994,3.43,0.61,10.5,6,0,1
1865,7.6,0.36,0.44,0.255,142.0,0.9958,3.12,0.43,10.2,6,0,1
1866,7.6,0.27,0.25,0.05,199.0,0.9984,3.34,0.5,9.8,6,0,1
1867,6.9,0.37,0.28,0.031,137.0,0.9948,3.1,0.37,11.6,6,0,1
1868,7.4,0.21,0.27,0.031,144.0,0.9932,3.15,0.38,11.8,7,0,1
1869,8.2,0.18,0.28,0.035,140.0,0.9952,3.04,0.37,10.1,7,0,1
1870,6.3,0.19,0.21,0.049,163.0,0.9924,3.31,0.5,10.3,6,0,1
1871,7.0,0.21,0.22,0.048,168.0,0.9945,3.34,0.49,10.4,6,0,1
1872,5.8,0.33,0.2,0.047,166.0,0.9976,3.09,0.46,8.9,5,0,0
1873,5.8,0.33,0.2,0.047,166.0,0.9976,3.09,0.46,8.9,5,0,0
1874,7.9,0.29,0.31,0.034,154.0,0.9938,3.06,0.31,10.8,5,0,0
1875,6.6,0.31,0.38,0.058,165.0,0.9997,3.38,0.6,9.2,5,0,0
1876,8.0,0.19,0.3,0.053,140.0,0.994,3.18,0.49,9.6,6,0,1
1877,8.0,0.2,0.36,0.032,78.0,0.9921,3.08,0.37,10.4,6,0,1
1878,8.0,0.25,0.26,0.043,248.0,0.9986,3.03,0.57,8.7,6,0,1
1879,7.2,0.2,0.61,0.043,103.0,0.9987,3.06,0.36,9.2,6,0,1
